SUBNATIONAL1,SUBNATIONAL2,THRESHOLD,AREA_HA,TC_LOSS_HA_2017,TC_LOSS_HA_2018
JIJEL,ZIAMA MANSOURIA,25,11254,120,3
JIJEL,ZIAMA MANSOURIA,30,11254,118,3
JIJEL,ZIAMA MANSOURIA,50,11254,109,2
JIJEL,ZIAMA MANSOURIA,75,11254,88,2
KHENCHELA,AIN TOUILA,10,27996,0,0
KHENCHELA,AIN TOUILA,15,27996,0,0
KHENCHELA,AIN TOUILA,20,27996,0,0
KHENCHELA,AIN TOUILA,25,27996,0,0
KHENCHELA,AIN TOUILA,30,27996,0,0
KHENCHELA,AIN TOUILA,50,27996,0,0
KHENCHELA,AIN TOUILA,75,27996,0,0
KHENCHELA,BABAR,10,354996,0,0
KHENCHELA,BABAR,15,354996,0,0
KHENCHELA,BABAR,20,354996,0,0
KHENCHELA,BABAR,25,354996,0,0
KHENCHELA,BABAR,30,354996,0,0
KHENCHELA,BABAR,50,354996,0,0
KHENCHELA,BABAR,75,354996,0,0
KHENCHELA,BAGHAI,10,15458,0,0
KHENCHELA,BAGHAI,15,15458,0,0
KHENCHELA,BAGHAI,20,15458,0,0
KHENCHELA,BAGHAI,25,15458,0,0
KHENCHELA,BAGHAI,30,15458,0,0
KHENCHELA,BAGHAI,50,15458,0,0
KHENCHELA,BAGHAI,75,15458,0,0
KHENCHELA,BOUHMAMA,10,41008,0,0
KHENCHELA,BOUHMAMA,15,41008,0,0
KHENCHELA,BOUHMAMA,20,41008,0,0
KHENCHELA,BOUHMAMA,25,41008,0,0
KHENCHELA,BOUHMAMA,30,41008,0,0
KHENCHELA,BOUHMAMA,50,41008,0,0
KHENCHELA,BOUHMAMA,75,41008,0,0
KHENCHELA,CHECHAR,10,93559,0,0
KHENCHELA,CHECHAR,15,93559,0,0
KHENCHELA,CHECHAR,20,93559,0,0
KHENCHELA,CHECHAR,25,93559,0,0
KHENCHELA,CHECHAR,30,93559,0,0
KHENCHELA,CHECHAR,50,93559,0,0
KHENCHELA,CHECHAR,75,93559,0,0
KHENCHELA,CHELIA,10,15242,3,1
KHENCHELA,CHELIA,15,15242,3,1
KHENCHELA,CHELIA,20,15242,3,1
KHENCHELA,CHELIA,25,15242,3,1
KHENCHELA,CHELIA,30,15242,3,1
KHENCHELA,CHELIA,50,15242,3,1
KHENCHELA,CHELIA,75,15242,3,1
KHENCHELA,DJELLAL,10,40999,0,0
KHENCHELA,DJELLAL,15,40999,0,0
KHENCHELA,DJELLAL,20,40999,0,0
KHENCHELA,DJELLAL,25,40999,0,0
KHENCHELA,DJELLAL,30,40999,0,0
KHENCHELA,DJELLAL,50,40999,0,0
KHENCHELA,DJELLAL,75,40999,0,0
KHENCHELA,EL HAMMA,10,18643,0,0
KHENCHELA,EL HAMMA,15,18643,0,0
KHENCHELA,EL HAMMA,20,18643,0,0
KHENCHELA,EL HAMMA,25,18643,0,0
KHENCHELA,EL HAMMA,30,18643,0,0
KHENCHELA,EL HAMMA,50,18643,0,0
KHENCHELA,EL HAMMA,75,18643,0,0
KHENCHELA,EL MAHMAL,10,37780,0,0
KHENCHELA,EL MAHMAL,15,37780,0,0
KHENCHELA,EL MAHMAL,20,37780,0,0
KHENCHELA,EL MAHMAL,25,37780,0,0
KHENCHELA,EL MAHMAL,30,37780,0,0
KHENCHELA,EL MAHMAL,50,37780,0,0
KHENCHELA,EL MAHMAL,75,37780,0,0
KHENCHELA,EL OUELDJA,10,35057,0,0
KHENCHELA,EL OUELDJA,15,35057,0,0
KHENCHELA,EL OUELDJA,20,35057,0,0
KHENCHELA,EL OUELDJA,25,35057,0,0
KHENCHELA,EL OUELDJA,30,35057,0,0
KHENCHELA,EL OUELDJA,50,35057,0,0
KHENCHELA,EL OUELDJA,75,35057,0,0
KHENCHELA,ENSIGHA,10,24588,0,0
KHENCHELA,ENSIGHA,15,24588,0,0
KHENCHELA,ENSIGHA,20,24588,0,0
KHENCHELA,ENSIGHA,25,24588,0,0
KHENCHELA,ENSIGHA,30,24588,0,0
KHENCHELA,ENSIGHA,50,24588,0,0
KHENCHELA,ENSIGHA,75,24588,0,0
KHENCHELA,KAIS,10,5798,0,0
KHENCHELA,KAIS,15,5798,0,0
KHENCHELA,KAIS,20,5798,0,0
KHENCHELA,KAIS,25,5798,0,0
KHENCHELA,KAIS,30,5798,0,0
KHENCHELA,KAIS,50,5798,0,0
KHENCHELA,KAIS,75,5798,0,0
KHENCHELA,KHENCHELA,10,3151,0,0
KHENCHELA,KHENCHELA,15,3151,0,0
KHENCHELA,KHENCHELA,20,3151,0,0
KHENCHELA,KHENCHELA,25,3151,0,0
KHENCHELA,KHENCHELA,30,3151,0,0
KHENCHELA,KHENCHELA,50,3151,0,0
KHENCHELA,KHENCHELA,75,3151,0,0
KHENCHELA,KHIRANE,10,38270,0,0
KHENCHELA,KHIRANE,15,38270,0,0
KHENCHELA,KHIRANE,20,38270,0,0
KHENCHELA,KHIRANE,25,38270,0,0
KHENCHELA,KHIRANE,30,38270,0,0
KHENCHELA,KHIRANE,50,38270,0,0
KHENCHELA,KHIRANE,75,38270,0,0
KHENCHELA,M'SARA,10,58496,0,0
KHENCHELA,M'SARA,15,58496,0,0
KHENCHELA,M'SARA,20,58496,0,0
KHENCHELA,M'SARA,25,58496,0,0
KHENCHELA,M'SARA,30,58496,0,0
KHENCHELA,M'SARA,50,58496,0,0
KHENCHELA,M'SARA,75,58496,0,0
KHENCHELA,M'TOUSSA,10,12025,0,0
KHENCHELA,M'TOUSSA,15,12025,0,0
KHENCHELA,M'TOUSSA,20,12025,0,0
KHENCHELA,M'TOUSSA,25,12025,0,0
KHENCHELA,M'TOUSSA,30,12025,0,0
KHENCHELA,M'TOUSSA,50,12025,0,0
KHENCHELA,M'TOUSSA,75,12025,0,0
KHENCHELA,OULED RECHACHE,10,28760,0,0
KHENCHELA,OULED RECHACHE,15,28760,0,0
KHENCHELA,OULED RECHACHE,20,28760,0,0
KHENCHELA,OULED RECHACHE,25,28760,0,0
KHENCHELA,OULED RECHACHE,30,28760,0,0
KHENCHELA,OULED RECHACHE,50,28760,0,0
KHENCHELA,OULED RECHACHE,75,28760,0,0
KHENCHELA,REMILA,10,24317,0,0
KHENCHELA,REMILA,15,24317,0,0
KHENCHELA,REMILA,20,24317,0,0
KHENCHELA,REMILA,25,24317,0,0
KHENCHELA,REMILA,30,24317,0,0
KHENCHELA,REMILA,50,24317,0,0
KHENCHELA,REMILA,75,24317,0,0
KHENCHELA,TAMZA,10,48357,2,0
KHENCHELA,TAMZA,15,48357,2,0
KHENCHELA,TAMZA,20,48357,2,0
KHENCHELA,TAMZA,25,48357,2,0
KHENCHELA,TAMZA,30,48357,2,0
KHENCHELA,TAMZA,50,48357,2,0
KHENCHELA,TAMZA,75,48357,0,0
KHENCHELA,TAOUZIANAT,10,16894,1,0
KHENCHELA,TAOUZIANAT,15,16894,0,0
KHENCHELA,TAOUZIANAT,20,16894,0,0
KHENCHELA,TAOUZIANAT,25,16894,0,0
KHENCHELA,TAOUZIANAT,30,16894,0,0
KHENCHELA,TAOUZIANAT,50,16894,0,0
KHENCHELA,TAOUZIANAT,75,16894,0,0
KHENCHELA,YABOUS,10,15756,2,2
KHENCHELA,YABOUS,15,15756,1,2
KHENCHELA,YABOUS,20,15756,1,2
KHENCHELA,YABOUS,25,15756,1,2
KHENCHELA,YABOUS,30,15756,1,2
KHENCHELA,YABOUS,50,15756,1,1
KHENCHELA,YABOUS,75,15756,0,0
LAGHOUAT,AFLOU,10,30336,0,0
LAGHOUAT,AFLOU,15,30336,0,0
LAGHOUAT,AFLOU,20,30336,0,0
LAGHOUAT,AFLOU,25,30336,0,0
LAGHOUAT,AFLOU,30,30336,0,0
LAGHOUAT,AFLOU,50,30336,0,0
LAGHOUAT,AFLOU,75,30336,0,0
LAGHOUAT,AIN MADHI,10,424799,0,0
LAGHOUAT,AIN MADHI,15,424799,0,0
LAGHOUAT,AIN MADHI,20,424799,0,0
LAGHOUAT,AIN MADHI,25,424799,0,0
LAGHOUAT,AIN MADHI,30,424799,0,0
LAGHOUAT,AIN MADHI,50,424799,0,0
LAGHOUAT,AIN MADHI,75,424799,0,0
LAGHOUAT,AIN SIDI ALI,10,44801,0,0
LAGHOUAT,AIN SIDI ALI,15,44801,0,0
LAGHOUAT,AIN SIDI ALI,20,44801,0,0
LAGHOUAT,AIN SIDI ALI,25,44801,0,0
LAGHOUAT,AIN SIDI ALI,30,44801,0,0
LAGHOUAT,AIN SIDI ALI,50,44801,0,0
LAGHOUAT,AIN SIDI ALI,75,44801,0,0
LAGHOUAT,BRIDA,10,29306,0,0
LAGHOUAT,BRIDA,15,29306,0,0
LAGHOUAT,BRIDA,20,29306,0,0
LAGHOUAT,BRIDA,25,29306,0,0
LAGHOUAT,BRIDA,30,29306,0,0
LAGHOUAT,BRIDA,50,29306,0,0
LAGHOUAT,BRIDA,75,29306,0,0
LAGHOUAT,EL ASSAFIA,10,26640,0,0
LAGHOUAT,EL ASSAFIA,15,26640,0,0
LAGHOUAT,EL ASSAFIA,20,26640,0,0
LAGHOUAT,EL ASSAFIA,25,26640,0,0
LAGHOUAT,EL ASSAFIA,30,26640,0,0
LAGHOUAT,EL ASSAFIA,50,26640,0,0
LAGHOUAT,EL ASSAFIA,75,26640,0,0
LAGHOUAT,EL BEIDHA,10,72268,0,0
LAGHOUAT,EL BEIDHA,15,72268,0,0
LAGHOUAT,EL BEIDHA,20,72268,0,0
LAGHOUAT,EL BEIDHA,25,72268,0,0
LAGHOUAT,EL BEIDHA,30,72268,0,0
LAGHOUAT,EL BEIDHA,50,72268,0,0
LAGHOUAT,EL BEIDHA,75,72268,0,0
LAGHOUAT,EL GHICHA,10,114782,0,0
LAGHOUAT,EL GHICHA,15,114782,0,0
LAGHOUAT,EL GHICHA,20,114782,0,0
LAGHOUAT,EL GHICHA,25,114782,0,0
LAGHOUAT,EL GHICHA,30,114782,0,0
LAGHOUAT,EL GHICHA,50,114782,0,0
LAGHOUAT,EL GHICHA,75,114782,0,0
LAGHOUAT,EL HAOUAITA,10,85325,0,0
LAGHOUAT,EL HAOUAITA,15,85325,0,0
LAGHOUAT,EL HAOUAITA,20,85325,0,0
LAGHOUAT,EL HAOUAITA,25,85325,0,0
LAGHOUAT,EL HAOUAITA,30,85325,0,0
LAGHOUAT,EL HAOUAITA,50,85325,0,0
LAGHOUAT,EL HAOUAITA,75,85325,0,0
LAGHOUAT,GUELTAT SIDI SAAD,10,118404,0,0
LAGHOUAT,GUELTAT SIDI SAAD,15,118404,0,0
LAGHOUAT,GUELTAT SIDI SAAD,20,118404,0,0
LAGHOUAT,GUELTAT SIDI SAAD,25,118404,0,0
LAGHOUAT,GUELTAT SIDI SAAD,30,118404,0,0
LAGHOUAT,GUELTAT SIDI SAAD,50,118404,0,0
LAGHOUAT,GUELTAT SIDI SAAD,75,118404,0,0
LAGHOUAT,HADJ MECHRI,10,62286,0,0
LAGHOUAT,HADJ MECHRI,15,62286,0,0
LAGHOUAT,HADJ MECHRI,20,62286,0,0
LAGHOUAT,HADJ MECHRI,25,62286,0,0
LAGHOUAT,HADJ MECHRI,30,62286,0,0
LAGHOUAT,HADJ MECHRI,50,62286,0,0
LAGHOUAT,HADJ MECHRI,75,62286,0,0
LAGHOUAT,HASSI DELAA,10,467477,0,0
LAGHOUAT,HASSI DELAA,15,467477,0,0
LAGHOUAT,HASSI DELAA,20,467477,0,0
LAGHOUAT,HASSI DELAA,25,467477,0,0
LAGHOUAT,HASSI DELAA,30,467477,0,0
LAGHOUAT,HASSI DELAA,50,467477,0,0
LAGHOUAT,HASSI DELAA,75,467477,0,0
LAGHOUAT,HASSI R'MEL,10,309111,0,0
LAGHOUAT,HASSI R'MEL,15,309111,0,0
LAGHOUAT,HASSI R'MEL,20,309111,0,0
LAGHOUAT,HASSI R'MEL,25,309111,0,0
LAGHOUAT,HASSI R'MEL,30,309111,0,0
LAGHOUAT,HASSI R'MEL,50,309111,0,0
LAGHOUAT,HASSI R'MEL,75,309111,0,0
LAGHOUAT,KHENEG,10,171299,0,0
LAGHOUAT,KHENEG,15,171299,0,0
LAGHOUAT,KHENEG,20,171299,0,0
LAGHOUAT,KHENEG,25,171299,0,0
LAGHOUAT,KHENEG,30,171299,0,0
LAGHOUAT,KHENEG,50,171299,0,0
LAGHOUAT,KHENEG,75,171299,0,0
LAGHOUAT,KSAR HIRANE,10,50844,0,0
LAGHOUAT,KSAR HIRANE,15,50844,0,0
LAGHOUAT,KSAR HIRANE,20,50844,0,0
LAGHOUAT,KSAR HIRANE,25,50844,0,0
LAGHOUAT,KSAR HIRANE,30,50844,0,0
LAGHOUAT,KSAR HIRANE,50,50844,0,0
LAGHOUAT,KSAR HIRANE,75,50844,0,0
LAGHOUAT,LAGHOUAT,10,48894,0,0
LAGHOUAT,LAGHOUAT,15,48894,0,0
LAGHOUAT,LAGHOUAT,20,48894,0,0
LAGHOUAT,LAGHOUAT,25,48894,0,0
LAGHOUAT,LAGHOUAT,30,48894,0,0
LAGHOUAT,LAGHOUAT,50,48894,0,0
LAGHOUAT,LAGHOUAT,75,48894,0,0
LAGHOUAT,MEKHAREG,10,126340,0,0
LAGHOUAT,MEKHAREG,15,126340,0,0
LAGHOUAT,MEKHAREG,20,126340,0,0
LAGHOUAT,MEKHAREG,25,126340,0,0
LAGHOUAT,MEKHAREG,30,126340,0,0
LAGHOUAT,MEKHAREG,50,126340,0,0
LAGHOUAT,MEKHAREG,75,126340,0,0
LAGHOUAT,OUED M'ZI,10,58298,0,0
LAGHOUAT,OUED M'ZI,15,58298,0,0
LAGHOUAT,OUED M'ZI,20,58298,0,0
LAGHOUAT,OUED M'ZI,25,58298,0,0
LAGHOUAT,OUED M'ZI,30,58298,0,0
LAGHOUAT,OUED M'ZI,50,58298,0,0
LAGHOUAT,OUED M'ZI,75,58298,0,0
LAGHOUAT,OUED MORA,10,30728,0,0
LAGHOUAT,OUED MORA,15,30728,0,0
LAGHOUAT,OUED MORA,20,30728,0,0
LAGHOUAT,OUED MORA,25,30728,0,0
LAGHOUAT,OUED MORA,30,30728,0,0
LAGHOUAT,OUED MORA,50,30728,0,0
LAGHOUAT,OUED MORA,75,30728,0,0
LAGHOUAT,SEBGAG,10,39767,0,0
LAGHOUAT,SEBGAG,15,39767,0,0
LAGHOUAT,SEBGAG,20,39767,0,0
LAGHOUAT,SEBGAG,25,39767,0,0
LAGHOUAT,SEBGAG,30,39767,0,0
LAGHOUAT,SEBGAG,50,39767,0,0
LAGHOUAT,SEBGAG,75,39767,0,0
LAGHOUAT,SIDI BOUZID,10,44207,0,0
LAGHOUAT,SIDI BOUZID,15,44207,0,0
LAGHOUAT,SIDI BOUZID,20,44207,0,0
LAGHOUAT,SIDI BOUZID,25,44207,0,0
LAGHOUAT,SIDI BOUZID,30,44207,0,0
LAGHOUAT,SIDI BOUZID,50,44207,0,0
LAGHOUAT,SIDI BOUZID,75,44207,0,0
LAGHOUAT,SIDI MAKHLOUF,10,131089,0,0
LAGHOUAT,SIDI MAKHLOUF,15,131089,0,0
LAGHOUAT,SIDI MAKHLOUF,20,131089,0,0
LAGHOUAT,SIDI MAKHLOUF,25,131089,0,0
LAGHOUAT,SIDI MAKHLOUF,30,131089,0,0
LAGHOUAT,SIDI MAKHLOUF,50,131089,0,0
LAGHOUAT,SIDI MAKHLOUF,75,131089,0,0
LAGHOUAT,TADJEMOUT,10,128713,0,0
LAGHOUAT,TADJEMOUT,15,128713,0,0
LAGHOUAT,TADJEMOUT,20,128713,0,0
LAGHOUAT,TADJEMOUT,25,128713,0,0
LAGHOUAT,TADJEMOUT,30,128713,0,0
LAGHOUAT,TADJEMOUT,50,128713,0,0
LAGHOUAT,TADJEMOUT,75,128713,0,0
LAGHOUAT,TADJROUNA,10,125384,0,0
LAGHOUAT,TADJROUNA,15,125384,0,0
LAGHOUAT,TADJROUNA,20,125384,0,0
LAGHOUAT,TADJROUNA,25,125384,0,0
LAGHOUAT,TADJROUNA,30,125384,0,0
LAGHOUAT,TADJROUNA,50,125384,0,0
LAGHOUAT,TADJROUNA,75,125384,0,0
LAGHOUAT,TAOUALA,10,14040,0,0
LAGHOUAT,TAOUALA,15,14040,0,0
LAGHOUAT,TAOUALA,20,14040,0,0
LAGHOUAT,TAOUALA,25,14040,0,0
LAGHOUAT,TAOUALA,30,14040,0,0
LAGHOUAT,TAOUALA,50,14040,0,0
LAGHOUAT,TAOUALA,75,14040,0,0
M'SILA,AIN EL HADJEL,10,38783,0,0
M'SILA,AIN EL HADJEL,15,38783,0,0
M'SILA,AIN EL HADJEL,20,38783,0,0
M'SILA,AIN EL HADJEL,25,38783,0,0
M'SILA,AIN EL HADJEL,30,38783,0,0
M'SILA,AIN EL HADJEL,50,38783,0,0
M'SILA,AIN EL HADJEL,75,38783,0,0
M'SILA,AIN EL MELH,10,27279,0,0
M'SILA,AIN EL MELH,15,27279,0,0
M'SILA,AIN EL MELH,20,27279,0,0
M'SILA,AIN EL MELH,25,27279,0,0
M'SILA,AIN EL MELH,30,27279,0,0
M'SILA,AIN EL MELH,50,27279,0,0
M'SILA,AIN EL MELH,75,27279,0,0
M'SILA,AIN ERRICH,10,121973,0,0
M'SILA,AIN ERRICH,15,121973,0,0
M'SILA,AIN ERRICH,20,121973,0,0
M'SILA,AIN ERRICH,25,121973,0,0
M'SILA,AIN ERRICH,30,121973,0,0
M'SILA,AIN ERRICH,50,121973,0,0
M'SILA,AIN ERRICH,75,121973,0,0
M'SILA,AIN FARES,10,38733,0,0
M'SILA,AIN FARES,15,38733,0,0
M'SILA,AIN FARES,20,38733,0,0
M'SILA,AIN FARES,25,38733,0,0
M'SILA,AIN FARES,30,38733,0,0
M'SILA,AIN FARES,50,38733,0,0
M'SILA,AIN FARES,75,38733,0,0
M'SILA,AIN KHADRA,10,14843,0,0
M'SILA,AIN KHADRA,15,14843,0,0
M'SILA,AIN KHADRA,20,14843,0,0
M'SILA,AIN KHADRA,25,14843,0,0
M'SILA,AIN KHADRA,30,14843,0,0
M'SILA,AIN KHADRA,50,14843,0,0
M'SILA,AIN KHADRA,75,14843,0,0
M'SILA,BELAIBA,10,17233,0,0
M'SILA,BELAIBA,15,17233,0,0
M'SILA,BELAIBA,20,17233,0,0
M'SILA,BELAIBA,25,17233,0,0
M'SILA,BELAIBA,30,17233,0,0
M'SILA,BELAIBA,50,17233,0,0
M'SILA,BELAIBA,75,17233,0,0
M'SILA,BEN SROUR,10,42723,0,0
M'SILA,BEN SROUR,15,42723,0,0
M'SILA,BEN SROUR,20,42723,0,0
M'SILA,BEN SROUR,25,42723,0,0
M'SILA,BEN SROUR,30,42723,0,0
M'SILA,BEN SROUR,50,42723,0,0
M'SILA,BEN SROUR,75,42723,0,0
M'SILA,BENI ILMANE,10,12208,0,0
M'SILA,BENI ILMANE,15,12208,0,0
M'SILA,BENI ILMANE,20,12208,0,0
M'SILA,BENI ILMANE,25,12208,0,0
M'SILA,BENI ILMANE,30,12208,0,0
M'SILA,BENI ILMANE,50,12208,0,0
M'SILA,BENI ILMANE,75,12208,0,0
M'SILA,BENZOUH,10,41183,0,0
M'SILA,BENZOUH,15,41183,0,0
M'SILA,BENZOUH,20,41183,0,0
M'SILA,BENZOUH,25,41183,0,0
M'SILA,BENZOUH,30,41183,0,0
M'SILA,BENZOUH,50,41183,0,0
M'SILA,BENZOUH,75,41183,0,0
M'SILA,BERHOUM,10,10980,0,0
M'SILA,BERHOUM,15,10980,0,0
M'SILA,BERHOUM,20,10980,0,0
M'SILA,BERHOUM,25,10980,0,0
M'SILA,BERHOUM,30,10980,0,0
M'SILA,BERHOUM,50,10980,0,0
M'SILA,BERHOUM,75,10980,0,0
M'SILA,BIR FODA,10,45357,0,0
M'SILA,BIR FODA,15,45357,0,0
M'SILA,BIR FODA,20,45357,0,0
M'SILA,BIR FODA,25,45357,0,0
M'SILA,BIR FODA,30,45357,0,0
M'SILA,BIR FODA,50,45357,0,0
M'SILA,BIR FODA,75,45357,0,0
M'SILA,BOU SAADA,10,24961,0,0
M'SILA,BOU SAADA,15,24961,0,0
M'SILA,BOU SAADA,20,24961,0,0
M'SILA,BOU SAADA,25,24961,0,0
M'SILA,BOU SAADA,30,24961,0,0
M'SILA,BOU SAADA,50,24961,0,0
M'SILA,BOU SAADA,75,24961,0,0
M'SILA,BOUTI SAYEH,10,71567,0,0
M'SILA,BOUTI SAYEH,15,71567,0,0
M'SILA,BOUTI SAYEH,20,71567,0,0
M'SILA,BOUTI SAYEH,25,71567,0,0
M'SILA,BOUTI SAYEH,30,71567,0,0
M'SILA,BOUTI SAYEH,50,71567,0,0
M'SILA,BOUTI SAYEH,75,71567,0,0
M'SILA,CHELLAL,10,45267,0,0
M'SILA,CHELLAL,15,45267,0,0
M'SILA,CHELLAL,20,45267,0,0
M'SILA,CHELLAL,25,45267,0,0
M'SILA,CHELLAL,30,45267,0,0
M'SILA,CHELLAL,50,45267,0,0
M'SILA,CHELLAL,75,45267,0,0
M'SILA,DEHAHNA,10,7080,0,0
M'SILA,DEHAHNA,15,7080,0,0
M'SILA,DEHAHNA,20,7080,0,0
M'SILA,DEHAHNA,25,7080,0,0
M'SILA,DEHAHNA,30,7080,0,0
M'SILA,DEHAHNA,50,7080,0,0
M'SILA,DEHAHNA,75,7080,0,0
M'SILA,DJEBEL MESSAAD,10,68357,0,0
M'SILA,DJEBEL MESSAAD,15,68357,0,0
M'SILA,DJEBEL MESSAAD,20,68357,0,0
M'SILA,DJEBEL MESSAAD,25,68357,0,0
M'SILA,DJEBEL MESSAAD,30,68357,0,0
M'SILA,DJEBEL MESSAAD,50,68357,0,0
M'SILA,DJEBEL MESSAAD,75,68357,0,0
M'SILA,EL HOUAMED,10,68997,0,0
M'SILA,EL HOUAMED,15,68997,0,0
M'SILA,EL HOUAMED,20,68997,0,0
M'SILA,EL HOUAMED,25,68997,0,0
M'SILA,EL HOUAMED,30,68997,0,0
M'SILA,EL HOUAMED,50,68997,0,0
M'SILA,EL HOUAMED,75,68997,0,0
M'SILA,HAMMAM DALAA,10,38282,0,0
M'SILA,HAMMAM DALAA,15,38282,0,0
M'SILA,HAMMAM DALAA,20,38282,0,0
M'SILA,HAMMAM DALAA,25,38282,0,0
M'SILA,HAMMAM DALAA,30,38282,0,0
M'SILA,HAMMAM DALAA,50,38282,0,0
M'SILA,HAMMAM DALAA,75,38282,0,0
M'SILA,HAMRI,10,17133,0,0
M'SILA,HAMRI,15,17133,0,0
M'SILA,HAMRI,20,17133,0,0
M'SILA,HAMRI,25,17133,0,0
M'SILA,HAMRI,30,17133,0,0
M'SILA,HAMRI,50,17133,0,0
M'SILA,HAMRI,75,17133,0,0
M'SILA,KHATOUTI SED ELDJIR,10,39092,0,0
M'SILA,KHATOUTI SED ELDJIR,15,39092,0,0
M'SILA,KHATOUTI SED ELDJIR,20,39092,0,0
M'SILA,KHATOUTI SED ELDJIR,25,39092,0,0
M'SILA,KHATOUTI SED ELDJIR,30,39092,0,0
M'SILA,KHATOUTI SED ELDJIR,50,39092,0,0
M'SILA,KHATOUTI SED ELDJIR,75,39092,0,0
M'SILA,KHOUBANA,10,37913,0,0
M'SILA,KHOUBANA,15,37913,0,0
M'SILA,KHOUBANA,20,37913,0,0
M'SILA,KHOUBANA,25,37913,0,0
M'SILA,KHOUBANA,30,37913,0,0
M'SILA,KHOUBANA,50,37913,0,0
M'SILA,KHOUBANA,75,37913,0,0
M'SILA,M'CIF,10,58527,0,0
M'SILA,M'CIF,15,58527,0,0
M'SILA,M'CIF,20,58527,0,0
M'SILA,M'CIF,25,58527,0,0
M'SILA,M'CIF,30,58527,0,0
M'SILA,M'CIF,50,58527,0,0
M'SILA,M'CIF,75,58527,0,0
M'SILA,M'SILA,10,23326,0,0
M'SILA,M'SILA,15,23326,0,0
M'SILA,M'SILA,20,23326,0,0
M'SILA,M'SILA,25,23326,0,0
M'SILA,M'SILA,30,23326,0,0
M'SILA,M'SILA,50,23326,0,0
M'SILA,M'SILA,75,23326,0,0
M'SILA,M'TARFA,10,22332,0,0
M'SILA,M'TARFA,15,22332,0,0
M'SILA,M'TARFA,20,22332,0,0
M'SILA,M'TARFA,25,22332,0,0
M'SILA,M'TARFA,30,22332,0,0
M'SILA,M'TARFA,50,22332,0,0
M'SILA,M'TARFA,75,22332,0,0
M'SILA,MAADID,10,25943,0,0
M'SILA,MAADID,15,25943,0,0
M'SILA,MAADID,20,25943,0,0
M'SILA,MAADID,25,25943,0,0
M'SILA,MAADID,30,25943,0,0
M'SILA,MAADID,50,25943,0,0
M'SILA,MAADID,75,25943,0,0
M'SILA,MAARIF,10,24670,0,0
M'SILA,MAARIF,15,24670,0,0
M'SILA,MAARIF,20,24670,0,0
M'SILA,MAARIF,25,24670,0,0
M'SILA,MAARIF,30,24670,0,0
M'SILA,MAARIF,50,24670,0,0
M'SILA,MAARIF,75,24670,0,0
M'SILA,MAGRA,10,22368,0,0
M'SILA,MAGRA,15,22368,0,0
M'SILA,MAGRA,20,22368,0,0
M'SILA,MAGRA,25,22368,0,0
M'SILA,MAGRA,30,22368,0,0
M'SILA,MAGRA,50,22368,0,0
M'SILA,MAGRA,75,22368,0,0
M'SILA,MEDJEDEL,10,59508,0,0
M'SILA,MEDJEDEL,15,59508,0,0
M'SILA,MEDJEDEL,20,59508,0,0
M'SILA,MEDJEDEL,25,59508,0,0
M'SILA,MEDJEDEL,30,59508,0,0
M'SILA,MEDJEDEL,50,59508,0,0
M'SILA,MEDJEDEL,75,59508,0,0
M'SILA,MENAA,10,24564,0,0
M'SILA,MENAA,15,24564,0,0
M'SILA,MENAA,20,24564,0,0
M'SILA,MENAA,25,24564,0,0
M'SILA,MENAA,30,24564,0,0
M'SILA,MENAA,50,24564,0,0
M'SILA,MENAA,75,24564,0,0
M'SILA,MOHAMED BOUDIAF,10,63580,0,0
M'SILA,MOHAMED BOUDIAF,15,63580,0,0
M'SILA,MOHAMED BOUDIAF,20,63580,0,0
M'SILA,MOHAMED BOUDIAF,25,63580,0,0
M'SILA,MOHAMED BOUDIAF,30,63580,0,0
M'SILA,MOHAMED BOUDIAF,50,63580,0,0
M'SILA,MOHAMED BOUDIAF,75,63580,0,0
M'SILA,OUANOUGHA,10,16419,0,0
M'SILA,OUANOUGHA,15,16419,0,0
M'SILA,OUANOUGHA,20,16419,0,0
M'SILA,OUANOUGHA,25,16419,0,0
M'SILA,OUANOUGHA,30,16419,0,0
M'SILA,OUANOUGHA,50,16419,0,0
M'SILA,OUANOUGHA,75,16419,0,0
M'SILA,OULED ADDI GUEBALA,10,32205,0,0
M'SILA,OULED ADDI GUEBALA,15,32205,0,0
M'SILA,OULED ADDI GUEBALA,20,32205,0,0
M'SILA,OULED ADDI GUEBALA,25,32205,0,0
M'SILA,OULED ADDI GUEBALA,30,32205,0,0
M'SILA,OULED ADDI GUEBALA,50,32205,0,0
M'SILA,OULED ADDI GUEBALA,75,32205,0,0
M'SILA,OULED DERRADJ,10,15079,0,0
M'SILA,OULED DERRADJ,15,15079,0,0
M'SILA,OULED DERRADJ,20,15079,0,0
M'SILA,OULED DERRADJ,25,15079,0,0
M'SILA,OULED DERRADJ,30,15079,0,0
M'SILA,OULED DERRADJ,50,15079,0,0
M'SILA,OULED DERRADJ,75,15079,0,0
M'SILA,OULED MADHI,10,35159,0,0
M'SILA,OULED MADHI,15,35159,0,0
M'SILA,OULED MADHI,20,35159,0,0
M'SILA,OULED MADHI,25,35159,0,0
M'SILA,OULED MADHI,30,35159,0,0
M'SILA,OULED MADHI,50,35159,0,0
M'SILA,OULED MADHI,75,35159,0,0
M'SILA,OULED MANSOUR,10,25843,0,0
M'SILA,OULED MANSOUR,15,25843,0,0
M'SILA,OULED MANSOUR,20,25843,0,0
