SUBNATIONAL1,SUBNATIONAL2,THRESHOLD,AREA_HA,TC_LOSS_HA_2017,TC_LOSS_HA_2018
BÉJAÏA,TIZI-N'BERBER,30,5294,5,0
BÉJAÏA,TIZI-N'BERBER,50,5294,3,0
BÉJAÏA,TIZI-N'BERBER,75,5294,1,0
BÉJAÏA,TOUDJA,10,16661,640,38
BÉJAÏA,TOUDJA,15,16661,613,36
BÉJAÏA,TOUDJA,20,16661,594,35
BÉJAÏA,TOUDJA,25,16661,576,35
BÉJAÏA,TOUDJA,30,16661,540,33
BÉJAÏA,TOUDJA,50,16661,342,25
BÉJAÏA,TOUDJA,75,16661,124,17
CHLEF,ABOU EL HASSEN,10,8120,0,0
CHLEF,ABOU EL HASSEN,15,8120,0,0
CHLEF,ABOU EL HASSEN,20,8120,0,0
CHLEF,ABOU EL HASSEN,25,8120,0,0
CHLEF,ABOU EL HASSEN,30,8120,0,0
CHLEF,ABOU EL HASSEN,50,8120,0,0
CHLEF,ABOU EL HASSEN,75,8120,0,0
CHLEF,AIN MERRANE,10,10212,0,0
CHLEF,AIN MERRANE,15,10212,0,0
CHLEF,AIN MERRANE,20,10212,0,0
CHLEF,AIN MERRANE,25,10212,0,0
CHLEF,AIN MERRANE,30,10212,0,0
CHLEF,AIN MERRANE,50,10212,0,0
CHLEF,AIN MERRANE,75,10212,0,0
CHLEF,BENAIRIA,10,5949,0,0
CHLEF,BENAIRIA,15,5949,0,0
CHLEF,BENAIRIA,20,5949,0,0
CHLEF,BENAIRIA,25,5949,0,0
CHLEF,BENAIRIA,30,5949,0,0
CHLEF,BENAIRIA,50,5949,0,0
CHLEF,BENAIRIA,75,5949,0,0
CHLEF,BENI BOUATTAB,10,12027,1,20
CHLEF,BENI BOUATTAB,15,12027,1,19
CHLEF,BENI BOUATTAB,20,12027,1,19
CHLEF,BENI BOUATTAB,25,12027,1,18
CHLEF,BENI BOUATTAB,30,12027,1,18
CHLEF,BENI BOUATTAB,50,12027,1,12
CHLEF,BENI BOUATTAB,75,12027,0,5
CHLEF,BENI HAOUA,10,11133,14,19
CHLEF,BENI HAOUA,15,11133,13,17
CHLEF,BENI HAOUA,20,11133,13,17
CHLEF,BENI HAOUA,25,11133,12,16
CHLEF,BENI HAOUA,30,11133,11,15
CHLEF,BENI HAOUA,50,11133,8,9
CHLEF,BENI HAOUA,75,11133,5,3
CHLEF,BENI RACHED,10,10441,0,0
CHLEF,BENI RACHED,15,10441,0,0
CHLEF,BENI RACHED,20,10441,0,0
CHLEF,BENI RACHED,25,10441,0,0
CHLEF,BENI RACHED,30,10441,0,0
CHLEF,BENI RACHED,50,10441,0,0
CHLEF,BENI RACHED,75,10441,0,0
CHLEF,BOUKADIR,10,22044,0,0
CHLEF,BOUKADIR,15,22044,0,0
CHLEF,BOUKADIR,20,22044,0,0
CHLEF,BOUKADIR,25,22044,0,0
CHLEF,BOUKADIR,30,22044,0,0
CHLEF,BOUKADIR,50,22044,0,0
CHLEF,BOUKADIR,75,22044,0,0
CHLEF,BOUZEGHAIA,10,13860,0,0
CHLEF,BOUZEGHAIA,15,13860,0,0
CHLEF,BOUZEGHAIA,20,13860,0,0
CHLEF,BOUZEGHAIA,25,13860,0,0
CHLEF,BOUZEGHAIA,30,13860,0,0
CHLEF,BOUZEGHAIA,50,13860,0,0
CHLEF,BOUZEGHAIA,75,13860,0,0
CHLEF,BREIRA,10,7311,2,1
CHLEF,BREIRA,15,7311,1,1
CHLEF,BREIRA,20,7311,1,1
CHLEF,BREIRA,25,7311,1,1
CHLEF,BREIRA,30,7311,1,1
CHLEF,BREIRA,50,7311,0,0
CHLEF,BREIRA,75,7311,0,0
CHLEF,CHETTIA,10,3912,0,0
CHLEF,CHETTIA,15,3912,0,0
CHLEF,CHETTIA,20,3912,0,0
CHLEF,CHETTIA,25,3912,0,0
CHLEF,CHETTIA,30,3912,0,0
CHLEF,CHETTIA,50,3912,0,0
CHLEF,CHETTIA,75,3912,0,0
CHLEF,CHLEF,10,12708,0,3
CHLEF,CHLEF,15,12708,0,3
CHLEF,CHLEF,20,12708,0,3
CHLEF,CHLEF,25,12708,0,2
CHLEF,CHLEF,30,12708,0,2
CHLEF,CHLEF,50,12708,0,1
CHLEF,CHLEF,75,12708,0,0
CHLEF,DAHRA,10,20536,39,6
CHLEF,DAHRA,15,20536,38,5
CHLEF,DAHRA,20,20536,36,5
CHLEF,DAHRA,25,20536,35,4
CHLEF,DAHRA,30,20536,34,4
CHLEF,DAHRA,50,20536,23,2
CHLEF,DAHRA,75,20536,11,1
CHLEF,EL HADJADJ,10,9933,0,0
CHLEF,EL HADJADJ,15,9933,0,0
CHLEF,EL HADJADJ,20,9933,0,0
CHLEF,EL HADJADJ,25,9933,0,0
CHLEF,EL HADJADJ,30,9933,0,0
CHLEF,EL HADJADJ,50,9933,0,0
CHLEF,EL HADJADJ,75,9933,0,0
CHLEF,EL KARIMIA,10,9649,0,0
CHLEF,EL KARIMIA,15,9649,0,0
CHLEF,EL KARIMIA,20,9649,0,0
CHLEF,EL KARIMIA,25,9649,0,0
CHLEF,EL KARIMIA,30,9649,0,0
CHLEF,EL KARIMIA,50,9649,0,0
CHLEF,EL KARIMIA,75,9649,0,0
CHLEF,EL MARSA,10,12146,5,28
CHLEF,EL MARSA,15,12146,5,27
CHLEF,EL MARSA,20,12146,5,26
CHLEF,EL MARSA,25,12146,5,25
CHLEF,EL MARSA,30,12146,4,24
CHLEF,EL MARSA,50,12146,3,20
CHLEF,EL MARSA,75,12146,1,5
CHLEF,HARCHOUNE,10,8014,0,0
CHLEF,HARCHOUNE,15,8014,0,0
CHLEF,HARCHOUNE,20,8014,0,0
CHLEF,HARCHOUNE,25,8014,0,0
CHLEF,HARCHOUNE,30,8014,0,0
CHLEF,HARCHOUNE,50,8014,0,0
CHLEF,HARCHOUNE,75,8014,0,0
CHLEF,HERENFA,10,14209,0,0
CHLEF,HERENFA,15,14209,0,0
CHLEF,HERENFA,20,14209,0,0
CHLEF,HERENFA,25,14209,0,0
CHLEF,HERENFA,30,14209,0,0
CHLEF,HERENFA,50,14209,0,0
CHLEF,HERENFA,75,14209,0,0
CHLEF,LABIOD MEDJADJA,10,10626,0,0
CHLEF,LABIOD MEDJADJA,15,10626,0,0
CHLEF,LABIOD MEDJADJA,20,10626,0,0
CHLEF,LABIOD MEDJADJA,25,10626,0,0
CHLEF,LABIOD MEDJADJA,30,10626,0,0
CHLEF,LABIOD MEDJADJA,50,10626,0,0
CHLEF,LABIOD MEDJADJA,75,10626,0,0
CHLEF,MOUSSADEK,10,6314,9,1
CHLEF,MOUSSADEK,15,6314,8,1
CHLEF,MOUSSADEK,20,6314,7,1
CHLEF,MOUSSADEK,25,6314,6,1
CHLEF,MOUSSADEK,30,6314,4,0
CHLEF,MOUSSADEK,50,6314,2,0
CHLEF,MOUSSADEK,75,6314,0,0
CHLEF,OUED FODDA,10,7650,0,0
CHLEF,OUED FODDA,15,7650,0,0
CHLEF,OUED FODDA,20,7650,0,0
CHLEF,OUED FODDA,25,7650,0,0
CHLEF,OUED FODDA,30,7650,0,0
CHLEF,OUED FODDA,50,7650,0,0
CHLEF,OUED FODDA,75,7650,0,0
CHLEF,OUED GOUSSINE,10,7825,8,22
CHLEF,OUED GOUSSINE,15,7825,7,21
CHLEF,OUED GOUSSINE,20,7825,7,21
CHLEF,OUED GOUSSINE,25,7825,6,21
CHLEF,OUED GOUSSINE,30,7825,6,21
CHLEF,OUED GOUSSINE,50,7825,4,17
CHLEF,OUED GOUSSINE,75,7825,2,6
CHLEF,OUED SLY,10,10149,0,0
CHLEF,OUED SLY,15,10149,0,0
CHLEF,OUED SLY,20,10149,0,0
CHLEF,OUED SLY,25,10149,0,0
CHLEF,OUED SLY,30,10149,0,0
CHLEF,OUED SLY,50,10149,0,0
CHLEF,OUED SLY,75,10149,0,0
CHLEF,OULED ABBES,10,3783,0,0
CHLEF,OULED ABBES,15,3783,0,0
CHLEF,OULED ABBES,20,3783,0,0
CHLEF,OULED ABBES,25,3783,0,0
CHLEF,OULED ABBES,30,3783,0,0
CHLEF,OULED ABBES,50,3783,0,0
CHLEF,OULED ABBES,75,3783,0,0
CHLEF,OULED BEN ABDELKADER,10,18148,21,2
CHLEF,OULED BEN ABDELKADER,15,18148,19,2
CHLEF,OULED BEN ABDELKADER,20,18148,18,2
CHLEF,OULED BEN ABDELKADER,25,18148,16,2
CHLEF,OULED BEN ABDELKADER,30,18148,15,2
CHLEF,OULED BEN ABDELKADER,50,18148,7,2
CHLEF,OULED BEN ABDELKADER,75,18148,1,1
CHLEF,OULED FARES,10,24455,0,0
CHLEF,OULED FARES,15,24455,0,0
CHLEF,OULED FARES,20,24455,0,0
CHLEF,OULED FARES,25,24455,0,0
CHLEF,OULED FARES,30,24455,0,0
CHLEF,OULED FARES,50,24455,0,0
CHLEF,OULED FARES,75,24455,0,0
CHLEF,OUM DROU,10,5950,0,0
CHLEF,OUM DROU,15,5950,0,0
CHLEF,OUM DROU,20,5950,0,0
CHLEF,OUM DROU,25,5950,0,0
CHLEF,OUM DROU,30,5950,0,0
CHLEF,OUM DROU,50,5950,0,0
CHLEF,OUM DROU,75,5950,0,0
CHLEF,SENDJAS,10,21850,0,0
CHLEF,SENDJAS,15,21850,0,0
CHLEF,SENDJAS,20,21850,0,0
CHLEF,SENDJAS,25,21850,0,0
CHLEF,SENDJAS,30,21850,0,0
CHLEF,SENDJAS,50,21850,0,0
CHLEF,SENDJAS,75,21850,0,0
CHLEF,SIDI ABDERRAHMANE,10,7459,9,12
CHLEF,SIDI ABDERRAHMANE,15,7459,9,11
CHLEF,SIDI ABDERRAHMANE,20,7459,9,11
CHLEF,SIDI ABDERRAHMANE,25,7459,9,11
CHLEF,SIDI ABDERRAHMANE,30,7459,8,11
CHLEF,SIDI ABDERRAHMANE,50,7459,7,9
CHLEF,SIDI ABDERRAHMANE,75,7459,2,2
CHLEF,SIDI AKKACHA,10,13005,14,3
CHLEF,SIDI AKKACHA,15,13005,13,3
CHLEF,SIDI AKKACHA,20,13005,13,3
CHLEF,SIDI AKKACHA,25,13005,13,3
CHLEF,SIDI AKKACHA,30,13005,13,3
CHLEF,SIDI AKKACHA,50,13005,12,2
CHLEF,SIDI AKKACHA,75,13005,6,1
CHLEF,SOBHA,10,18390,0,0
CHLEF,SOBHA,15,18390,0,0
CHLEF,SOBHA,20,18390,0,0
CHLEF,SOBHA,25,18390,0,0
CHLEF,SOBHA,30,18390,0,0
CHLEF,SOBHA,50,18390,0,0
CHLEF,SOBHA,75,18390,0,0
CHLEF,TADJENA,10,11626,0,0
CHLEF,TADJENA,15,11626,0,0
CHLEF,TADJENA,20,11626,0,0
CHLEF,TADJENA,25,11626,0,0
CHLEF,TADJENA,30,11626,0,0
CHLEF,TADJENA,50,11626,0,0
CHLEF,TADJENA,75,11626,0,0
CHLEF,TAOUGRIT,10,18526,32,4
CHLEF,TAOUGRIT,15,18526,31,4
CHLEF,TAOUGRIT,20,18526,31,4
CHLEF,TAOUGRIT,25,18526,30,3
CHLEF,TAOUGRIT,30,18526,29,3
CHLEF,TAOUGRIT,50,18526,21,2
CHLEF,TAOUGRIT,75,18526,7,0
CHLEF,TELASSA,10,6966,20,14
CHLEF,TELASSA,15,6966,18,13
CHLEF,TELASSA,20,6966,17,13
CHLEF,TELASSA,25,6966,16,13
CHLEF,TELASSA,30,6966,16,12
CHLEF,TELASSA,50,6966,10,8
CHLEF,TELASSA,75,6966,1,2
CHLEF,TENES,10,9080,20,4
CHLEF,TENES,15,9080,18,4
CHLEF,TENES,20,9080,15,4
CHLEF,TENES,25,9080,14,3
CHLEF,TENES,30,9080,12,3
CHLEF,TENES,50,9080,7,2
CHLEF,TENES,75,9080,1,1
CHLEF,ZEBOUDJA,10,13518,17,1
CHLEF,ZEBOUDJA,15,13518,15,1
CHLEF,ZEBOUDJA,20,13518,14,1
CHLEF,ZEBOUDJA,25,13518,14,1
CHLEF,ZEBOUDJA,30,13518,13,1
CHLEF,ZEBOUDJA,50,13518,7,1
CHLEF,ZEBOUDJA,75,13518,3,1
CONSTANTINE,AIN ABID,10,30056,1,0
CONSTANTINE,AIN ABID,15,30056,1,0
CONSTANTINE,AIN ABID,20,30056,1,0
CONSTANTINE,AIN ABID,25,30056,1,0
CONSTANTINE,AIN ABID,30,30056,0,0
CONSTANTINE,AIN ABID,50,30056,0,0
CONSTANTINE,AIN ABID,75,30056,0,0
CONSTANTINE,AIN SEMARA,10,14943,1,0
CONSTANTINE,AIN SEMARA,15,14943,1,0
CONSTANTINE,AIN SEMARA,20,14943,1,0
CONSTANTINE,AIN SEMARA,25,14943,1,0
CONSTANTINE,AIN SEMARA,30,14943,1,0
CONSTANTINE,AIN SEMARA,50,14943,0,0
CONSTANTINE,AIN SEMARA,75,14943,0,0
CONSTANTINE,BEN BADIS,10,31607,58,13
CONSTANTINE,BEN BADIS,15,31607,54,13
CONSTANTINE,BEN BADIS,20,31607,52,13
CONSTANTINE,BEN BADIS,25,31607,51,13
CONSTANTINE,BEN BADIS,30,31607,49,12
CONSTANTINE,BEN BADIS,50,31607,37,11
CONSTANTINE,BEN BADIS,75,31607,23,5
CONSTANTINE,BENI HAMIDANE,10,13607,0,0
CONSTANTINE,BENI HAMIDANE,15,13607,0,0
CONSTANTINE,BENI HAMIDANE,20,13607,0,0
CONSTANTINE,BENI HAMIDANE,25,13607,0,0
CONSTANTINE,BENI HAMIDANE,30,13607,0,0
CONSTANTINE,BENI HAMIDANE,50,13607,0,0
CONSTANTINE,BENI HAMIDANE,75,13607,0,0
CONSTANTINE,BOUDJERIOU MESSAOUD,10,10949,0,0
CONSTANTINE,BOUDJERIOU MESSAOUD,15,10949,0,0
CONSTANTINE,BOUDJERIOU MESSAOUD,20,10949,0,0
CONSTANTINE,BOUDJERIOU MESSAOUD,25,10949,0,0
CONSTANTINE,BOUDJERIOU MESSAOUD,30,10949,0,0
CONSTANTINE,BOUDJERIOU MESSAOUD,50,10949,0,0
CONSTANTINE,BOUDJERIOU MESSAOUD,75,10949,0,0
CONSTANTINE,CONSTANTINE,10,18301,0,0
CONSTANTINE,CONSTANTINE,15,18301,0,0
CONSTANTINE,CONSTANTINE,20,18301,0,0
CONSTANTINE,CONSTANTINE,25,18301,0,0
CONSTANTINE,CONSTANTINE,30,18301,0,0
CONSTANTINE,CONSTANTINE,50,18301,0,0
CONSTANTINE,CONSTANTINE,75,18301,0,0
CONSTANTINE,DIDOUCHE MOURAD,10,11434,0,0
CONSTANTINE,DIDOUCHE MOURAD,15,11434,0,0
CONSTANTINE,DIDOUCHE MOURAD,20,11434,0,0
CONSTANTINE,DIDOUCHE MOURAD,25,11434,0,0
CONSTANTINE,DIDOUCHE MOURAD,30,11434,0,0
CONSTANTINE,DIDOUCHE MOURAD,50,11434,0,0
CONSTANTINE,DIDOUCHE MOURAD,75,11434,0,0
CONSTANTINE,EL KHROUB,10,26082,1,0
CONSTANTINE,EL KHROUB,15,26082,0,0
CONSTANTINE,EL KHROUB,20,26082,0,0
CONSTANTINE,EL KHROUB,25,26082,0,0
CONSTANTINE,EL KHROUB,30,26082,0,0
CONSTANTINE,EL KHROUB,50,26082,0,0
CONSTANTINE,EL KHROUB,75,26082,0,0
CONSTANTINE,HAMMA BOUZIANE,10,7262,0,0
CONSTANTINE,HAMMA BOUZIANE,15,7262,0,0
CONSTANTINE,HAMMA BOUZIANE,20,7262,0,0
CONSTANTINE,HAMMA BOUZIANE,25,7262,0,0
CONSTANTINE,HAMMA BOUZIANE,30,7262,0,0
CONSTANTINE,HAMMA BOUZIANE,50,7262,0,0
CONSTANTINE,HAMMA BOUZIANE,75,7262,0,0
CONSTANTINE,IBN ZIAD,10,15404,1,0
CONSTANTINE,IBN ZIAD,15,15404,1,0
CONSTANTINE,IBN ZIAD,20,15404,1,0
CONSTANTINE,IBN ZIAD,25,15404,1,0
CONSTANTINE,IBN ZIAD,30,15404,1,0
CONSTANTINE,IBN ZIAD,50,15404,1,0
CONSTANTINE,IBN ZIAD,75,15404,0,0
CONSTANTINE,OULED RAHMOUNE,10,21763,0,0
CONSTANTINE,OULED RAHMOUNE,15,21763,0,0
CONSTANTINE,OULED RAHMOUNE,20,21763,0,0
CONSTANTINE,OULED RAHMOUNE,25,21763,0,0
CONSTANTINE,OULED RAHMOUNE,30,21763,0,0
CONSTANTINE,OULED RAHMOUNE,50,21763,0,0
CONSTANTINE,OULED RAHMOUNE,75,21763,0,0
CONSTANTINE,ZIGHOUD YOUCEF,10,23011,11,1
CONSTANTINE,ZIGHOUD YOUCEF,15,23011,9,1
CONSTANTINE,ZIGHOUD YOUCEF,20,23011,9,1
CONSTANTINE,ZIGHOUD YOUCEF,25,23011,8,0
CONSTANTINE,ZIGHOUD YOUCEF,30,23011,7,0
CONSTANTINE,ZIGHOUD YOUCEF,50,23011,3,0
CONSTANTINE,ZIGHOUD YOUCEF,75,23011,1,0
DJELFA,AIN CHOUHADA,10,21168,0,0
DJELFA,AIN CHOUHADA,15,21168,0,0
DJELFA,AIN CHOUHADA,20,21168,0,0
DJELFA,AIN CHOUHADA,25,21168,0,0
DJELFA,AIN CHOUHADA,30,21168,0,0
DJELFA,AIN CHOUHADA,50,21168,0,0
DJELFA,AIN CHOUHADA,75,21168,0,0
DJELFA,AIN EL IBEL,10,60528,0,0
DJELFA,AIN EL IBEL,15,60528,0,0
DJELFA,AIN EL IBEL,20,60528,0,0
DJELFA,AIN EL IBEL,25,60528,0,0
DJELFA,AIN EL IBEL,30,60528,0,0
DJELFA,AIN EL IBEL,50,60528,0,0
DJELFA,AIN EL IBEL,75,60528,0,0
DJELFA,AIN FEKKA,10,56387,0,0
DJELFA,AIN FEKKA,15,56387,0,0
DJELFA,AIN FEKKA,20,56387,0,0
DJELFA,AIN FEKKA,25,56387,0,0
DJELFA,AIN FEKKA,30,56387,0,0
DJELFA,AIN FEKKA,50,56387,0,0
DJELFA,AIN FEKKA,75,56387,0,0
DJELFA,AIN MAABED,10,47746,0,0
DJELFA,AIN MAABED,15,47746,0,0
DJELFA,AIN MAABED,20,47746,0,0
DJELFA,AIN MAABED,25,47746,0,0
DJELFA,AIN MAABED,30,47746,0,0
DJELFA,AIN MAABED,50,47746,0,0
DJELFA,AIN MAABED,75,47746,0,0
DJELFA,AIN OUSSERA,10,73963,0,0
DJELFA,AIN OUSSERA,15,73963,0,0
DJELFA,AIN OUSSERA,20,73963,0,0
DJELFA,AIN OUSSERA,25,73963,0,0
DJELFA,AIN OUSSERA,30,73963,0,0
DJELFA,AIN OUSSERA,50,73963,0,0
DJELFA,AIN OUSSERA,75,73963,0,0
DJELFA,AMOURAH,10,105253,0,0
DJELFA,AMOURAH,15,105253,0,0
DJELFA,AMOURAH,20,105253,0,0
DJELFA,AMOURAH,25,105253,0,0
DJELFA,AMOURAH,30,105253,0,0
DJELFA,AMOURAH,50,105253,0,0
DJELFA,AMOURAH,75,105253,0,0
DJELFA,BENHAR,10,107893,0,0
DJELFA,BENHAR,15,107893,0,0
DJELFA,BENHAR,20,107893,0,0
DJELFA,BENHAR,25,107893,0,0
DJELFA,BENHAR,30,107893,0,0
DJELFA,BENHAR,50,107893,0,0
DJELFA,BENHAR,75,107893,0,0
DJELFA,BENYACOUB,10,19318,0,0
DJELFA,BENYACOUB,15,19318,0,0
DJELFA,BENYACOUB,20,19318,0,0
DJELFA,BENYACOUB,25,19318,0,0
DJELFA,BENYACOUB,30,19318,0,0
DJELFA,BENYACOUB,50,19318,0,0
DJELFA,BENYACOUB,75,19318,0,0
DJELFA,BIRINE,10,80537,0,0
DJELFA,BIRINE,15,80537,0,0
DJELFA,BIRINE,20,80537,0,0
DJELFA,BIRINE,25,80537,0,0
DJELFA,BIRINE,30,80537,0,0
DJELFA,BIRINE,50,80537,0,0
DJELFA,BIRINE,75,80537,0,0
DJELFA,BOUIRA LAHDAB,10,38225,0,0
DJELFA,BOUIRA LAHDAB,15,38225,0,0
DJELFA,BOUIRA LAHDAB,20,38225,0,0
DJELFA,BOUIRA LAHDAB,25,38225,0,0
DJELFA,BOUIRA LAHDAB,30,38225,0,0
DJELFA,BOUIRA LAHDAB,50,38225,0,0
DJELFA,BOUIRA LAHDAB,75,38225,0,0
DJELFA,CHAREF,10,59221,0,0
DJELFA,CHAREF,15,59221,0,0
DJELFA,CHAREF,20,59221,0,0
DJELFA,CHAREF,25,59221,0,0
DJELFA,CHAREF,30,59221,0,0
DJELFA,CHAREF,50,59221,0,0
DJELFA,CHAREF,75,59221,0,0
DJELFA,DAR CHIOUKH,10,34192,0,0
DJELFA,DAR CHIOUKH,15,34192,0,0
DJELFA,DAR CHIOUKH,20,34192,0,0
DJELFA,DAR CHIOUKH,25,34192,0,0
DJELFA,DAR CHIOUKH,30,34192,0,0
DJELFA,DAR CHIOUKH,50,34192,0,0
DJELFA,DAR CHIOUKH,75,34192,0,0
DJELFA,DELDOUL,10,184265,0,0
DJELFA,DELDOUL,15,184265,0,0
DJELFA,DELDOUL,20,184265,0,0
DJELFA,DELDOUL,25,184265,0,0
DJELFA,DELDOUL,30,184265,0,0
DJELFA,DELDOUL,50,184265,0,0
DJELFA,DELDOUL,75,184265,0,0
DJELFA,DJELFA,10,52853,0,0
DJELFA,DJELFA,15,52853,0,0
DJELFA,DJELFA,20,52853,0,0
DJELFA,DJELFA,25,52853,0,0
DJELFA,DJELFA,30,52853,0,0
DJELFA,DJELFA,50,52853,0,0
DJELFA,DJELFA,75,52853,0,0
DJELFA,DOUIS,10,51352,0,0
DJELFA,DOUIS,15,51352,0,0
DJELFA,DOUIS,20,51352,0,0
DJELFA,DOUIS,25,51352,0,0
DJELFA,DOUIS,30,51352,0,0
DJELFA,DOUIS,50,51352,0,0
DJELFA,DOUIS,75,51352,0,0
DJELFA,EL GUEDID,10,115504,0,0
DJELFA,EL GUEDID,15,115504,0,0
DJELFA,EL GUEDID,20,115504,0,0
DJELFA,EL GUEDID,25,115504,0,0
DJELFA,EL GUEDID,30,115504,0,0
DJELFA,EL GUEDID,50,115504,0,0
DJELFA,EL GUEDID,75,115504,0,0
DJELFA,EL IDRISSIA,10,35691,0,0
DJELFA,EL IDRISSIA,15,35691,0,0
DJELFA,EL IDRISSIA,20,35691,0,0
DJELFA,EL IDRISSIA,25,35691,0,0
DJELFA,EL IDRISSIA,30,35691,0,0
DJELFA,EL IDRISSIA,50,35691,0,0
DJELFA,EL IDRISSIA,75,35691,0,0
DJELFA,EL KHEMIS,10,49517,0,0
DJELFA,EL KHEMIS,15,49517,0,0
DJELFA,EL KHEMIS,20,49517,0,0
DJELFA,EL KHEMIS,25,49517,0,0
DJELFA,EL KHEMIS,30,49517,0,0
DJELFA,EL KHEMIS,50,49517,0,0
DJELFA,EL KHEMIS,75,49517,0,0
DJELFA,FAIDH EL BOTMA,10,90627,0,0
DJELFA,FAIDH EL BOTMA,15,90627,0,0
DJELFA,FAIDH EL BOTMA,20,90627,0,0
DJELFA,FAIDH EL BOTMA,25,90627,0,0
DJELFA,FAIDH EL BOTMA,30,90627,0,0
DJELFA,FAIDH EL BOTMA,50,90627,0,0
DJELFA,FAIDH EL BOTMA,75,90627,0,0
DJELFA,GUERNINI,10,51370,0,0
DJELFA,GUERNINI,15,51370,0,0
DJELFA,GUERNINI,20,51370,0,0
DJELFA,GUERNINI,25,51370,0,0
DJELFA,GUERNINI,30,51370,0,0
DJELFA,GUERNINI,50,51370,0,0
DJELFA,GUERNINI,75,51370,0,0
DJELFA,GUETTARA,10,316130,0,0
DJELFA,GUETTARA,15,316130,0,0
DJELFA,GUETTARA,20,316130,0,0
DJELFA,GUETTARA,25,316130,0,0
DJELFA,GUETTARA,30,316130,0,0
DJELFA,GUETTARA,50,316130,0,0
DJELFA,GUETTARA,75,316130,0,0
DJELFA,HAD SAHARY,10,86764,0,0
DJELFA,HAD SAHARY,15,86764,0,0
DJELFA,HAD SAHARY,20,86764,0,0
DJELFA,HAD SAHARY,25,86764,0,0
DJELFA,HAD SAHARY,30,86764,0,0
DJELFA,HAD SAHARY,50,86764,0,0
DJELFA,HAD SAHARY,75,86764,0,0
DJELFA,HASSI BAHBAH,10,78179,0,0
DJELFA,HASSI BAHBAH,15,78179,0,0
DJELFA,HASSI BAHBAH,20,78179,0,0
DJELFA,HASSI BAHBAH,25,78179,0,0
DJELFA,HASSI BAHBAH,30,78179,0,0
DJELFA,HASSI BAHBAH,50,78179,0,0
DJELFA,HASSI BAHBAH,75,78179,0,0
DJELFA,HASSI EL EUCH,10,51101,0,0
DJELFA,HASSI EL EUCH,15,51101,0,0
DJELFA,HASSI EL EUCH,20,51101,0,0
DJELFA,HASSI EL EUCH,25,51101,0,0
DJELFA,HASSI EL EUCH,30,51101,0,0
DJELFA,HASSI EL EUCH,50,51101,0,0
DJELFA,HASSI EL EUCH,75,51101,0,0
DJELFA,HASSI FEDOUL,10,49886,0,0
DJELFA,HASSI FEDOUL,15,49886,0,0
DJELFA,HASSI FEDOUL,20,49886,0,0
DJELFA,HASSI FEDOUL,25,49886,0,0
DJELFA,HASSI FEDOUL,30,49886,0,0
DJELFA,HASSI FEDOUL,50,49886,0,0
DJELFA,HASSI FEDOUL,75,49886,0,0
DJELFA,M'LILIHA,10,91208,0,0
DJELFA,M'LILIHA,15,91208,0,0
DJELFA,M'LILIHA,20,91208,0,0
DJELFA,M'LILIHA,25,91208,0,0
DJELFA,M'LILIHA,30,91208,0,0
DJELFA,M'LILIHA,50,91208,0,0
DJELFA,M'LILIHA,75,91208,0,0
DJELFA,MESSAAD,10,15282,0,0
DJELFA,MESSAAD,15,15282,0,0
DJELFA,MESSAAD,20,15282,0,0
DJELFA,MESSAAD,25,15282,0,0
DJELFA,MESSAAD,30,15282,0,0
DJELFA,MESSAAD,50,15282,0,0
DJELFA,MESSAAD,75,15282,0,0
DJELFA,MOUDJEBARA,10,86284,0,0
DJELFA,MOUDJEBARA,15,86284,0,0
DJELFA,MOUDJEBARA,20,86284,0,0
DJELFA,MOUDJEBARA,25,86284,0,0
DJELFA,MOUDJEBARA,30,86284,0,0
DJELFA,MOUDJEBARA,50,86284,0,0
DJELFA,MOUDJEBARA,75,86284,0,0
DJELFA,OUM LAADHAM,10,511557,0,0
DJELFA,OUM LAADHAM,15,511557,0,0
DJELFA,OUM LAADHAM,20,511557,0,0
DJELFA,OUM LAADHAM,25,511557,0,0
DJELFA,OUM LAADHAM,30,511557,0,0
DJELFA,OUM LAADHAM,50,511557,0,0
DJELFA,OUM LAADHAM,75,511557,0,0
DJELFA,SED RAHAL,10,95430,0,0
DJELFA,SED RAHAL,15,95430,0,0
DJELFA,SED RAHAL,20,95430,0,0
DJELFA,SED RAHAL,25,95430,0,0
DJELFA,SED RAHAL,30,95430,0,0
DJELFA,SED RAHAL,50,95430,0,0
DJELFA,SED RAHAL,75,95430,0,0
DJELFA,SELMANA,10,194073,0,0
DJELFA,SELMANA,15,194073,0,0
DJELFA,SELMANA,20,194073,0,0
DJELFA,SELMANA,25,194073,0,0
DJELFA,SELMANA,30,194073,0,0
DJELFA,SELMANA,50,194073,0,0
DJELFA,SELMANA,75,194073,0,0
DJELFA,SIDI BAIZID,10,49983,0,0
DJELFA,SIDI BAIZID,15,49983,0,0
DJELFA,SIDI BAIZID,20,49983,0,0
DJELFA,SIDI BAIZID,25,49983,0,0
DJELFA,SIDI BAIZID,30,49983,0,0
DJELFA,SIDI BAIZID,50,49983,0,0
DJELFA,SIDI BAIZID,75,49983,0,0
DJELFA,SIDI LADJEL,10,37793,0,0
DJELFA,SIDI LADJEL,15,37793,0,0
DJELFA,SIDI LADJEL,20,37793,0,0
DJELFA,SIDI LADJEL,25,37793,0,0
DJELFA,SIDI LADJEL,30,37793,0,0
DJELFA,SIDI LADJEL,50,37793,0,0
