COUNTRY,SUBNATIONAL1,SUBNATIONAL2,THRESHOLD,AREA_HA,EXTENT_2000_HA,EXTENT_2010_HA,GAIN_2000_2012_HA,TC_LOSS_HA_2001,TC_LOSS_HA_2002,TC_LOSS_HA_2003,TC_LOSS_HA_2004,TC_LOSS_HA_2005,TC_LOSS_HA_2006,TC_LOSS_HA_2007,TC_LOSS_HA_2008,TC_LOSS_HA_2009,TC_LOSS_HA_2010,TC_LOSS_HA_2011,TC_LOSS_HA_2012,TC_LOSS_HA_2013,TC_LOSS_HA_2014,TC_LOSS_HA_2015,TC_LOSS_HA_2016,TC_LOSS_HA_2017,TC_LOSS_HA_2018
ALGERIA,BATNA,MEROUANA,10,7648,75,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BATNA,N GAOUS,10,8183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BATNA,OUED CHAABA,10,24758,2811,437,3,1,1,148,30,2,12,1,20,43,1,21,12,2,0,0,0,0,0
ALGERIA,BATNA,OUED EL MA,10,19612,3348,1142,0,0,1,57,39,1,47,1,4,163,1,5,6,3,0,0,0,0,0
ALGERIA,BATNA,OUED TAGA,10,26401,1894,456,2,1,0,4,2,1,2,0,4,4,0,2,0,0,0,0,0,0,1
ALGERIA,BATNA,OULED AMMAR,10,7753,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BATNA,OULED AOUF,10,15079,114,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BATNA,OULED FADHEL,10,20713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BATNA,OULED SELLEM,10,22110,177,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ALGERIA,BATNA,OULED SI SLIMANE,10,15748,271,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BATNA,OUYOUN EL ASSAFIR,10,16423,317,34,0,0,0,25,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BATNA,RAS EL AIOUN,10,11645,47,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BATNA,REHBAT,10,5463,57,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BATNA,SEFIANE,10,18399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BATNA,SEGGANA,10,28717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BATNA,SERIANA,10,17630,1057,208,2,0,0,3,0,6,6,0,0,40,1,2,0,0,0,0,1,0,0
ALGERIA,BATNA,T KOUT,10,18728,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BATNA,TALKHAMT,10,18038,240,89,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BATNA,TAXLENT,10,14641,875,259,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BATNA,TAZOULT,10,10306,746,267,2,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
ALGERIA,BATNA,TENIET EL ABED,10,10807,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BATNA,TIGHANIMINE,10,12874,2001,15,0,0,0,3,0,0,0,0,1,23,0,1,1,0,0,0,0,0,0
ALGERIA,BATNA,TIGHARGHAR,10,22845,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BATNA,TILATOU,10,38491,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BATNA,TIMGAD,10,22349,125,7,1,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BATNA,ZANET EL BEIDA,10,21855,253,11,0,0,0,0,0,0,1,0,0,49,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,AIN NAGA,10,50712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,AIN ZAATOUT,10,17058,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,BESBES,10,363366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,BISKRA,10,12763,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,BORDJ BEN AZZOUZ,10,2322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,BOUCHAKROUNE,10,5783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,BRANIS,10,36980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,CHETMA,10,11015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,CHOUAIBA|OULED RAHMA,10,168667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,DAOUSSEN,10,62153,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,DJAMORA,10,25065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,EL FEIDH,10,137265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,EL GHROUS,10,23759,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,EL HADJAB,10,20791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,EL HAOUCH,10,75403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,EL KENTARA,10,23896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,EL OUITAYA,10,40584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,FOUGHALA,10,8029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,KHENGUET SIDI NADJI,10,7996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,LICHANA,10,3963,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,LIOUA,10,24191,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,M LILI,10,37133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,M_ZIRAA,10,95941,235,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,MECHOUNECHE,10,50379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,MEKHADMA,10,15155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,OULED DJELLAL,10,32090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,OUMACHE,10,81618,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,OURLAL,10,18985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,RAS MIAAD|OULED SASSI,10,478483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,SIDI KHALED,10,21726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,SIDI OKBA,10,25382,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,TOLGA,10,121401,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BISKRA,ZERIBET EL OUED,10,50001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BLIDA,AIN ROMANA,10,10063,5051,4386,30,54,2,2,14,7,5,72,106,18,0,6,44,0,8,19,4,19,7
ALGERIA,BLIDA,BENI MERAD,10,1571,44,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BLIDA,BENI-TAMOU,10,2471,184,72,6,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,4,0
ALGERIA,BLIDA,BENKHELIL,10,4354,423,219,1,0,0,1,3,0,0,0,3,8,0,0,1,2,5,0,2,2,5
ALGERIA,BLIDA,BLIDA,10,5329,685,426,2,9,0,0,5,0,0,16,8,3,0,6,6,4,2,0,0,1,1
ALGERIA,BLIDA,BOUAARFA,10,6824,4844,4042,2,4,0,12,9,3,4,93,69,8,0,9,35,2,8,15,31,8,12
ALGERIA,BLIDA,BOUFARIK,10,5104,793,252,0,0,0,2,10,0,0,0,8,9,1,0,1,3,8,4,1,6,1
ALGERIA,BLIDA,BOUGARA,10,8632,4596,3240,2,7,3,15,33,6,8,102,90,43,5,33,46,16,7,3,7,9,3
ALGERIA,BLIDA,BOUINAN,10,7318,2846,2214,4,4,0,2,11,2,4,13,34,8,0,9,19,2,13,21,47,23,5
ALGERIA,BLIDA,CHEBLI,10,6178,939,263,0,0,0,1,7,0,0,1,5,2,1,0,1,1,3,1,1,9,3
ALGERIA,BLIDA,CHIFFA,10,4734,1881,1460,2,0,0,1,18,36,6,67,31,2,6,7,15,2,23,6,1,5,4
ALGERIA,BLIDA,CHREA,10,8033,6448,5447,2,52,0,5,13,3,4,135,115,15,0,14,42,4,30,23,4,2,2
ALGERIA,BLIDA,DJEBABRA,10,2898,1447,1078,3,26,3,0,4,1,7,22,31,11,18,23,12,11,7,2,1,5,2
ALGERIA,BLIDA,EL-AFFROUN,10,5681,1232,861,17,19,0,2,3,0,1,46,84,13,0,5,4,0,12,4,0,5,2
ALGERIA,BLIDA,GHEROUAOU,10,1812,717,605,0,0,0,2,5,0,1,1,14,1,0,12,22,0,1,1,0,3,1
ALGERIA,BLIDA,HAMMAM MELOUANE,10,15171,8105,5777,41,129,3,6,18,4,8,73,180,49,3,35,59,17,38,5,20,25,38
ALGERIA,BLIDA,LARBAA,10,8470,2007,1451,1,0,0,0,6,1,3,3,24,9,1,1,3,4,2,5,0,3,1
ALGERIA,BLIDA,MEFTAH,10,5202,1014,503,2,52,11,5,6,5,11,4,36,12,9,7,8,2,6,5,17,16,19
ALGERIA,BLIDA,MOUZAIA,10,8192,573,236,4,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0
ALGERIA,BLIDA,OUED DJER,10,6219,2924,2264,18,18,0,1,21,2,15,169,117,5,1,13,27,1,22,11,9,29,12
ALGERIA,BLIDA,OUED EL ALLEUG,10,5557,1303,637,1,0,0,2,9,1,0,1,7,3,3,2,1,1,2,1,3,7,2
ALGERIA,BLIDA,OULED SLAMA,10,7120,3509,2552,1,9,0,1,15,0,1,6,17,29,6,9,15,2,2,1,13,4,0
ALGERIA,BLIDA,OULED YAICH,10,1374,378,283,0,0,0,0,3,1,1,17,23,3,0,4,2,0,0,3,2,1,0
ALGERIA,BLIDA,SOUHAN,10,7099,4404,3353,3,4,1,1,22,11,14,18,43,18,7,3,10,18,30,27,7,38,4
ALGERIA,BLIDA,SOUMAA,10,2780,1007,777,0,0,3,0,11,6,2,2,4,3,0,5,7,2,5,0,0,2,1
ALGERIA,BORDJ BOU ARRÉRIDJ,AIN TAGHROUT,10,12367,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BORDJ BOU ARRÉRIDJ,AIN TESRA,10,11789,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BORDJ BOU ARRÉRIDJ,BELIMOUR,10,6458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BORDJ BOU ARRÉRIDJ,BENDAOUD,10,12159,467,78,2,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0
ALGERIA,BORDJ BOU ARRÉRIDJ,BIR KASDALI,10,6405,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BORDJ BOU ARRÉRIDJ,BORDJ BOU ARRERIDJ,10,8225,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BORDJ BOU ARRÉRIDJ,BORDJ GHDIR,10,10403,323,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BORDJ BOU ARRÉRIDJ,BORDJ ZEMOURA,10,8699,509,205,9,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
ALGERIA,BORDJ BOU ARRÉRIDJ,COLLA,10,5099,562,180,0,0,0,0,1,0,1,0,0,2,0,10,41,0,0,2,0,0,0
ALGERIA,BORDJ BOU ARRÉRIDJ,DJAAFRA,10,9447,2879,768,0,0,0,0,2,0,6,1,0,7,2,9,19,0,0,0,0,1,1
ALGERIA,BORDJ BOU ARRÉRIDJ,EL ACH,10,37744,223,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BORDJ BOU ARRÉRIDJ,EL ACHIR,10,10244,269,37,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
ALGERIA,BORDJ BOU ARRÉRIDJ,EL ANSEUR,10,6641,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BORDJ BOU ARRÉRIDJ,EL HAMADIA,10,12599,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BORDJ BOU ARRÉRIDJ,EL M HIR,10,18694,317,5,0,0,0,0,0,0,2,0,0,8,0,1,0,0,0,0,0,0,0
ALGERIA,BORDJ BOU ARRÉRIDJ,EL MAIN,10,7138,1660,276,0,0,1,0,0,0,3,1,0,22,0,12,8,0,0,0,0,0,0
ALGERIA,BORDJ BOU ARRÉRIDJ,GHILASSA,10,4791,269,99,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ALGERIA,BORDJ BOU ARRÉRIDJ,HARAZA,10,15547,2681,93,0,0,21,5,2,0,28,6,41,228,58,2,1,0,0,0,0,0,0
ALGERIA,BORDJ BOU ARRÉRIDJ,HASNAOUA,10,12440,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BORDJ BOU ARRÉRIDJ,KHELIL,10,22274,460,136,5,0,2,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0
ALGERIA,BORDJ BOU ARRÉRIDJ,KSOUR,10,10808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BORDJ BOU ARRÉRIDJ,MANSOURA,10,30321,2108,88,0,0,0,0,0,0,4,4,2,49,3,10,0,0,0,0,0,0,0
ALGERIA,BORDJ BOU ARRÉRIDJ,MEDJANA,10,19867,704,169,0,0,0,0,0,0,0,0,0,4,1,0,12,0,0,0,0,0,0
ALGERIA,BORDJ BOU ARRÉRIDJ,OULED BRAHEM,10,7075,270,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BORDJ BOU ARRÉRIDJ,OULED DAHMANE,10,4950,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BORDJ BOU ARRÉRIDJ,OULED SIDI BRAHIM,10,7575,1348,8,0,0,0,0,0,0,2,0,4,31,1,2,0,0,0,0,0,0,0
ALGERIA,BORDJ BOU ARRÉRIDJ,RABTA,10,7088,106,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BORDJ BOU ARRÉRIDJ,RAS EL OUED,10,14040,287,137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BORDJ BOU ARRÉRIDJ,SIDI EMBAREK,10,13552,186,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BORDJ BOU ARRÉRIDJ,TAFREG,10,4210,1199,330,1,0,2,0,1,0,14,0,0,16,17,45,16,0,0,0,0,1,0
ALGERIA,BORDJ BOU ARRÉRIDJ,TAGLAIT,10,6511,748,237,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ALGERIA,BORDJ BOU ARRÉRIDJ,TENIET EN NASR,10,12549,2078,222,0,0,0,0,0,0,10,1,0,195,6,3,8,1,1,0,0,0,1
ALGERIA,BORDJ BOU ARRÉRIDJ,TESMART,10,4923,986,374,8,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0
ALGERIA,BORDJ BOU ARRÉRIDJ,TIXTER,10,10896,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BOUIRA,AGHBALOU,10,6104,1212,668,3,0,0,0,4,0,3,1,2,1,0,0,2,0,6,5,0,7,1
ALGERIA,BOUIRA,AHL EL KSAR,10,10440,1385,59,0,0,1,0,2,5,26,4,26,6,0,0,1,0,0,0,0,20,0
ALGERIA,BOUIRA,AHNIF,10,15942,4328,274,1,0,1,1,11,12,38,3,20,24,3,0,4,0,1,0,0,2,0
ALGERIA,BOUIRA,AIN EL HADJAR,10,7365,63,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ALGERIA,BOUIRA,AIN LALOUI,10,5833,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BOUIRA,AIN TURK,10,4150,615,477,8,0,0,0,0,0,1,0,1,2,0,0,21,10,5,0,15,0,1
ALGERIA,BOUIRA,AIN-BESSEM,10,12735,945,360,1,1,1,2,2,3,2,3,7,1,2,1,1,1,4,6,0,1,0
ALGERIA,BOUIRA,AIT LAAZIZ,10,3703,519,254,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ALGERIA,BOUIRA,AOMAR,10,7086,880,607,4,0,0,1,1,0,1,0,2,0,0,0,2,0,1,26,5,9,7
ALGERIA,BOUIRA,ATH MANSOUR TAOURIRT,10,8955,1856,30,0,0,0,0,5,7,3,9,3,34,4,0,1,1,6,0,0,0,0
ALGERIA,BOUIRA,BECHLOUL,10,8881,1003,731,68,0,4,0,0,0,3,0,1,0,0,0,12,3,0,0,0,1,0
ALGERIA,BOUIRA,BIR GHBALOU,10,5007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BOUIRA,BORDJ OKHRISS,10,15519,2060,232,1,0,1,1,0,28,23,0,5,1,0,0,1,0,0,0,0,0,8
ALGERIA,BOUIRA,BOUDERBALA,10,4660,1256,723,8,0,0,0,1,1,5,2,38,3,1,1,0,3,4,3,1,4,2
ALGERIA,BOUIRA,BOUIRA,10,9655,630,514,22,0,0,0,0,0,1,0,0,1,0,0,27,0,3,2,0,0,0
ALGERIA,BOUIRA,BOUKRAM,10,9396,5248,3579,5,0,0,6,11,11,27,5,17,18,20,7,15,7,8,4,2,14,5
ALGERIA,BOUIRA,CHORFA,10,3070,120,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BOUIRA,DECHMIA,10,15044,2094,674,1,0,0,0,8,2,3,0,2,6,0,0,3,0,0,0,0,0,0
ALGERIA,BOUIRA,DIRRAH,10,23547,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BOUIRA,DJEBAHIA,10,7189,1923,829,2,0,0,0,1,0,2,0,2,6,0,1,0,0,1,2,0,1,0
ALGERIA,BOUIRA,EL ADJIBA,10,8222,1240,698,9,0,1,0,0,1,11,0,2,7,7,1,30,2,0,1,0,4,1
ALGERIA,BOUIRA,EL ASNAM,10,11512,1966,1178,38,40,1,0,5,2,13,0,5,16,0,3,124,33,1,0,1,5,1
ALGERIA,BOUIRA,EL HACHIMIA,10,24846,2978,659,3,0,0,0,0,0,33,14,3,1,0,0,0,0,0,4,0,0,2
ALGERIA,BOUIRA,EL HAKIMIA,10,6858,532,109,1,0,0,0,0,0,2,0,1,0,0,0,0,6,0,0,0,0,0
ALGERIA,BOUIRA,EL KHABOUZIA,10,5046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BOUIRA,EL MOKRANI|EL MADJEN,10,5567,1461,465,1,0,1,0,5,2,9,3,21,14,0,0,1,0,0,0,1,2,0
ALGERIA,BOUIRA,GUERROUMA,10,9615,2527,1430,18,0,0,0,2,0,5,0,2,1,2,1,2,0,3,1,0,2,2
ALGERIA,BOUIRA,HADJERA ZERGA,10,14820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BOUIRA,HAIZER,10,8878,2503,1874,12,4,2,0,2,1,12,0,4,4,9,2,194,8,14,2,10,11,4
ALGERIA,BOUIRA,KADIRIA,10,9345,3412,2255,36,0,2,3,9,3,11,6,4,2,0,0,7,1,29,56,20,11,3
ALGERIA,BOUIRA,LAKHDARIA,10,9247,3205,2396,20,3,2,1,5,1,3,2,19,8,5,4,5,15,37,30,4,27,5
ALGERIA,BOUIRA,M CHEDALLAH,10,5665,964,350,3,0,0,0,0,3,19,5,2,3,8,1,12,5,4,1,1,1,0
ALGERIA,BOUIRA,MAALA,10,5520,2603,1626,8,3,0,6,19,8,14,7,6,7,2,6,4,2,2,2,0,1,19
ALGERIA,BOUIRA,MAAMORA,10,11706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BOUIRA,MEZDOUR,10,14636,1385,103,0,0,0,0,0,1,14,1,8,2,1,0,0,0,0,0,0,1,0
ALGERIA,BOUIRA,OUED EL BERDI,10,11278,555,29,0,0,0,0,0,2,19,2,0,5,0,0,1,0,0,1,0,0,0
ALGERIA,BOUIRA,OULED RACHED,10,14755,2836,124,1,4,19,3,2,50,71,2,81,8,0,0,2,0,0,0,0,0,0
ALGERIA,BOUIRA,RAOURAOUA,10,7016,379,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BOUIRA,RIDANE,10,7760,46,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BOUIRA,SAHARIDJ,10,9387,2321,1121,8,0,0,1,9,0,22,2,7,4,1,1,22,5,8,1,4,17,0
ALGERIA,BOUIRA,SOUK EL KHEMIS,10,6518,888,394,0,0,1,1,1,0,1,1,7,5,1,3,0,0,0,0,2,0,0
ALGERIA,BOUIRA,SOUR EL GHOUZLANE,10,17662,608,181,3,4,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,17
ALGERIA,BOUIRA,TAGHZOUT,10,4602,735,411,8,1,1,1,1,2,4,0,2,2,1,1,37,0,4,1,7,27,3
ALGERIA,BOUIRA,TAGUEDIT,10,26231,220,26,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BOUIRA,ZBARBAR|EL ISSERI,10,5855,2479,1531,11,2,1,3,8,16,17,3,2,1,1,2,1,0,3,4,2,7,11
ALGERIA,BOUMERDÈS,AFIR,10,5964,2135,1751,86,10,15,0,16,7,32,2,23,19,16,33,4,1,11,5,33,78,20
ALGERIA,BOUMERDÈS,AMMAL,10,5791,3053,2602,42,1,1,4,2,2,4,1,2,4,3,5,9,2,9,2,1,8,3
ALGERIA,BOUMERDÈS,BAGHLIA,10,6008,382,236,13,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2
ALGERIA,BOUMERDÈS,BEN CHOUD,10,1943,72,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BOUMERDÈS,BENI AMRANE,10,5088,2422,2138,14,0,0,0,1,3,1,2,1,1,1,2,8,1,4,2,2,9,5
ALGERIA,BOUMERDÈS,BORDJ MENAIEL,10,9573,1317,1045,9,1,0,0,2,1,1,1,5,2,2,1,5,2,1,0,7,13,2
ALGERIA,BOUMERDÈS,BOUDOUAOU,10,4262,1015,793,16,2,0,1,1,1,0,11,19,3,2,1,4,2,12,8,2,33,2
ALGERIA,BOUMERDÈS,BOUDOUAOU EL BAHRI,10,1369,81,38,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,1,1,0,2
ALGERIA,BOUMERDÈS,BOUMERDES,10,1872,253,161,4,1,1,0,1,1,1,2,6,0,0,1,0,2,1,2,2,22,4
ALGERIA,BOUMERDÈS,BOUZEGZA KEDDARA,10,4587,2228,1757,7,6,2,1,1,10,29,6,38,5,3,16,6,8,8,5,1,6,6
ALGERIA,BOUMERDÈS,CHABET EL AMEUR,10,7648,1700,1319,15,0,0,0,1,1,2,4,2,3,1,1,2,1,4,1,15,22,3
ALGERIA,BOUMERDÈS,CORSO,10,2194,162,79,0,0,0,1,1,0,1,0,10,0,1,4,2,0,0,1,0,0,1
ALGERIA,BOUMERDÈS,DELLYS,10,5158,579,385,28,2,0,0,0,0,1,1,0,0,0,0,0,11,2,0,1,4,0
ALGERIA,BOUMERDÈS,DJINET,10,7184,1550,995,3,0,0,0,1,1,2,3,1,6,3,1,8,2,2,1,1,6,4
ALGERIA,BOUMERDÈS,EL KHARROUBA,10,7083,3175,2655,65,5,1,0,5,8,10,6,84,40,6,8,4,16,35,47,2,20,4
ALGERIA,BOUMERDÈS,HAMMADI,10,2661,50,14,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
ALGERIA,BOUMERDÈS,ISSER,10,6689,1263,975,6,0,0,0,1,0,0,1,2,2,1,2,14,2,3,1,1,6,6
ALGERIA,BOUMERDÈS,KHEMIS EL KHECHNA,10,8286,1543,1167,5,2,2,4,22,2,11,39,17,9,9,4,6,1,2,36,14,21,2
ALGERIA,BOUMERDÈS,LARBATACHE,10,5190,2092,1635,19,5,13,2,13,4,3,7,35,14,16,14,5,4,2,38,9,15,1
ALGERIA,BOUMERDÈS,LEGHATA,10,5054,430,226,12,6,5,1,0,0,2,1,5,4,0,10,6,7,3,2,5,3,4
ALGERIA,BOUMERDÈS,NACIRIA,10,5608,1463,1226,13,0,0,0,2,1,0,0,5,1,0,1,2,1,1,0,2,2,0
ALGERIA,BOUMERDÈS,OULED AISSA,10,2430,457,352,7,0,0,0,0,0,0,0,6,1,0,0,0,0,6,1,1,3,1
ALGERIA,BOUMERDÈS,OULED HEDADJ,10,1200,39,17,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ALGERIA,BOUMERDÈS,OULED MOUSSA,10,2612,89,35,2,0,0,0,0,0,0,13,5,0,0,0,5,0,0,0,0,0,0
ALGERIA,BOUMERDÈS,SI MUSTAPHA,10,2709,177,89,2,0,0,0,0,0,5,0,6,2,0,4,0,1,1,1,1,9,0
ALGERIA,BOUMERDÈS,SIDI DAOUD,10,6318,1388,1047,11,1,0,0,1,2,3,1,4,1,1,4,14,3,7,1,28,13,7
